,College Name and Program,Country,CourseURL,Degree,Duration,Duration Unit,ECTS Credits,Experience_In Years,FeeAmount,FeeCurrency,FeeUnit,TOEFL IBT,desc,name
82,['RWTH Aachen University'],Germany,http://www.mastersportal.eu/studies/106479/physics.html,msc,24,months,120,,0,EUR,full,80,"The physics department of RWTH Aachen University offers a novel international Master’s program in physics. Students enrolled in this program have the opportunity to flexibly choose a desired course of study falling either into the research direction of Particle and Astroparticle Physics or Condensed Matter Physics, with an experimental or a theoretical focus.",Physics
83,['Australian National University'],Australia,http://www.mastersportal.eu/studies/93710/earth-sciences.html,,24,months,,,39024,AUD,year,80,"Earth Science deals with complex systems and processes that shape our planet. Pressing issues such as the safe supply of water, resources and energy, climate change, sea level rise as well as natural hazards are all intimately related to Earth Sciences. ",Earth Sciences (Advanced)
84,"['Faculty of Natural Sciences and Mathematics', 'University of Maribor']",Slovenia,http://www.mastersportal.eu/studies/9774/physics.html,ma,24,months,120,,3500,EUR,year,,"The students achieve the important competence: the ability to analyze complex systems qualitatively and quantitatively, in order to predict the future development of the system and foresee the impact of different effects on the system, thus being able to solve the real problems in nature, environment and society.",Physics
85,"['Université de Bretagne Occidentale', 'European Institute for Marine Studies (IUEM)']",France,http://www.mastersportal.eu/studies/33823/marine-physics.html,,24,months,120,,462,EUR,year,,"The sciences of the universe as well as engineering science, are based upon common foundation of physics, mechanics, and applied mathematics. The 3 research specialities of the Masters in PM offer an intensive programme in Marine Physics with applications in both geosciences (including the Earth, Ocean and Atmosphere), and applied sciences (naval hydrodynamics).",Marine Physics
86,['University of Mississippi'],United States,http://www.mastersportal.eu/studies/176294/physics.html,ma,,,,,849,USD,credit,79,"Graduate work in physics is planned primarily to meet the needs of students who are looking forward to professional careers in physics, either as teachers or as research physicists. The M.A. degree does not require a thesis; it is based on graduate class work and an oral examination.",Physics
87,['Illinois Institute of Technology'],United States,http://www.mastersportal.eu/studies/122146/applied-physics.html,msc,,,,,,,,70,"At Illinois Tech, the College of Science feels like a small private school, but its research is major league. You’re in courses taught by more than 100 outstanding full-time faculty who are top scholars in their fields. That’s right. By faculty. Not by teaching assistants.",Applied Physics
88,['Florida Agricultural & Mechanical University'],United States,http://www.mastersportal.eu/studies/146029/physics.html,msc,24,months,,,36371,USD,year,80,The Master of Science Physics is offered by the Florida Agricultural & Mechanical University.,Physics
89,['Leiden University'],Netherlands,http://www.mastersportal.eu/studies/69067/physics-research-in-physics-biological-and-soft-matter-physics.html,msc,24,months,120,,17800,EUR,year,90,This master's specialisation will start in September 2015. Until that time the courses of this master's programme can be followed in the specialisation Research in Experimental Physics.,"Physics: Research in Physics, Biological and Soft Matter Physics"
90,"['Universitat Autònoma de Barcelona', 'Sciences and Environmental Science']",Spain,http://www.mastersportal.eu/studies/26078/photonics.html,msc,12,months,60,,4720,EUR,year,,This Photonics master programme is offered by the Universitat Autònoma de Barcelona.This master's degree has been awarded the new distinction as an International Master's Programme (IMP) by the Government of Catalonia.,Photonics
91,['Ningbo University'],China,http://www.mastersportal.eu/studies/68906/aquaculture.html,,36,months,,,3035,USD,year,,The Aquaculture master program is 3 years and provides the consolidate foundation for the theoretical aquaculture knowledge. It also offers opportunities for students to involve in the aquaculture related experiments and help student master the skills in this field. The recent international research outcomes in aquaculture are introduced. The students also get the chance to connect with the local industry. The two years research will improve the capability in using different equipments related to the aquaculture.,Aquaculture
92,['University of Oxford'],United Kingdom,http://www.mastersportal.eu/studies/92145/mathematical-and-theoretical-physics.html,msc,9,months,60,,19915,GBP,year,100,"The course provides a high-level, internationally competitive training in mathematical and theoretical physics, right up to the level of modern research.",Mathematical and Theoretical Physics
93,['Imperial College London'],United Kingdom,http://www.mastersportal.eu/studies/122498/fluid-dynamics-across-scales.html,mres,12,months,,,27900,GBP,year,,"The MRes comprises 5 taught core modules, delivered via formal lectures and tutorials, laboratory-based practicals and problem-based learning.
The other main component of the MRes will be an independent research project, taking place in the second half of the year in one of the seven departments contributing to the CDT.",Fluid Dynamics Across Scales
94,"['Carlos III University of Madrid', 'Graduate School of Engineering and Basic Sciences']",Spain,http://www.mastersportal.eu/studies/141216/plasma-physics-and-nuclear-fusion.html,,24,months,120,,5238,EUR,year,70,The two-year Plasma Physics and Nuclear Fusion program at Carlos III University of Madrid is organised over four semesters. The total training program has to amount ups to 120 ECTS.,Plasma Physics and Nuclear Fusion
95,"['Mathematical & Physical Sciences', 'University College London (UCL)']",United Kingdom,http://www.mastersportal.eu/studies/72745/chemical-physics.html,,48,months,,,23710,GBP,year,92,"This four-year programme offers an additional year on top of the Chemical Physics BSc, providing scope for greater in-depth study in advanced topics such as quantum mechanics and computational chemistry. It is ideal if you intend to pursue a science-based career.",Chemical Physics
96,['San José State University'],United States,http://www.mastersportal.eu/studies/128085/physics-concentration-in-modern-optics.html,msc,24,months,,,15340,USD,year,80,The students in this concentration receive instruction in fundamental areas of physics and gain experience and knowledge in a wide range of subjects related to Modern Optics.,"Physics, Concentration in Modern Optics"
